avgLineLength,stdDevLineLength,maxDecisionTokens,numLiteralsDensity,nestingDepth,maxDepthASTNode,branchingFactor,avgParams,stdDevNumParams,avgFunctionLength,avgIdentifierLength,nttf_Module,nttf_FunctionDef,nttf_Assign,nttf_For,nttf_Expr,nttf_arguments,nttf_Name,nttf_Call,nttf_List,nttf_Subscript,nttf_Attribute,nttf_Tuple,nttf_ListComp,nttf_comprehension,ntad_Module,ntad_FunctionDef,ntad_Assign,ntad_For,ntad_Expr,ntad_arguments,ntad_Name,ntad_Call,ntad_List,ntad_Subscript,ntad_Attribute,ntad_Tuple,ntad_ListComp,ntad_comprehension,numKeywordsDensity,def_Density,for_Density,in_Density,sloc,numVariablesDensity,numFunctionsDensity,numInputStmtsDensity,numAssignmentStmtDensity,numFunctionCallsDensity,numStatementsDensity,numClassesDensity,cyclomaticComplexity,maintainabilityIndex,ntad_DictComp,nttf_keyword,nttf_Set,nttf_ClassDef,nttf_ExceptHandler,while_Density,nttf_Starred,yield_Density,elif_Density,break_Density,nttf_While,nttf_BoolOp,nttf_Compare,class_Density,nttf_SetComp,ntad_Return,nttf_JoinedStr,nttf_UnaryOp,from_Density,nttf_Import,True_Density,nttf_FormattedValue,nttf_IfExp,is_Density,ntad_ImportFrom,ntad_Starred,ntad_Try,ntad_UnaryOp,ntad_While,pass_Density,ntad_ExceptHandler,nttf_Return,nttf_Yield,ntad_BoolOp,nttf_DictComp,import_Density,try_Density,nttf_ImportFrom,None_Density,except_Density,ntad_JoinedStr,nttf_Try,nttf_Lambda,ntad_Lambda,ntad_Compare,ntad_IfExp,nttf_arg,ntad_arg,ntad_Import,return_Density,ntad_Delete,nttf_If,ntad_GeneratorExp,nttf_GeneratorExp,not_Density,continue_Density,global_Density,ntad_ClassDef,ntad_SetComp,ntad_Yield,ntad_If,nttf_BinOp,nttf_AugAssign,ntad_FormattedValue,ntad_Dict,ntad_Set,else_Density,and_Density,if_Density,ntad_Slice,ntad_keyword,nttf_Slice,or_Density,nttf_Delete,nttf_Dict,False_Density,del_Density,lambda_Density,as_Density,ntad_AugAssign,ntad_BinOp,filename,label
33.08,19.86,10,0.48,4,12,1.74,0.5,0.71,10.0,4.14,1,2,6,2,2,1,65,30,0,3,8,2,0,0,0.0,1.0,2.83,2.5,2.0,2.0,5.85,5.47,0,6.33,6.88,4.0,0,0,0.57,0.09,0.09,0.09,23,0.17,0.09,0.22,0.26,1.3,0.96,0.0,8,50.964145780053556,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0,0,0,0,0,0,0,0,0,0,4.33,0,0,0,0,0.04,0,3,0,0,0,0,0,0,0,0,3.33,10,6,0,0,0,0.04,0.09,0.13,7.5,0,2,0,0,0,0,0,0,0,4.0,5.7,ai_AGECAL_2.py,1
21.5,8.5,6,0.38,3,9,1.68,0.0,0,0.0,3.33,1,0,5,2,3,0,30,13,0,2,1,0,0,0,0.0,0,2.0,1.5,4.0,0,4.43,3.92,0,5.0,6.0,0,0,0,0.56,0,0.12,0.12,16,0.25,0.0,0.19,0.31,0.81,0.88,0.0,6,61.86155958554079,0,0,0,0,0,0,0,0,0,0.06,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3.0,1,1,0,0,0,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,3.0,4.0,ai_A2_1.py,1
42.43,20.97,0,0.67,1,7,1.79,3.0,0,3.0,7.5,1,1,3,0,1,1,18,5,0,0,1,1,0,0,0.0,1.0,1.67,0,1.0,2.0,3.78,3.0,0,0,4.0,2.0,0,0,0.67,0.17,0,0,6,0.33,0.17,0.17,0.5,0.83,1.0,0.0,2,71.31748090472722,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0,0,3.67,ai_CHEFSOCK_2.py,1
21.8,15.35,6,0.5,1,8,1.69,1.0,0,1.0,3.7,1,1,3,1,1,1,19,10,0,0,4,0,0,0,0.0,1.0,1.67,1.0,2.0,2.0,4.21,3.4,0,0,4.25,0,0,0,0.75,0.12,0.12,0.12,8,0.38,0.12,0.25,0.38,1.25,1.0,0.0,2,68.28766359620583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0.12,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,ai_PINS_2.py,1
24.0,16.97,6,0.21,3,12,1.64,2.0,0,8.0,4.27,1,1,4,2,4,1,32,17,2,1,7,1,0,0,0.0,1.0,1.75,1.5,2.75,2.0,4.78,4.41,2.5,4.0,5.71,4.0,0,0,0.57,0.07,0.14,0.14,14,0.21,0.07,0.14,0.29,1.21,0.93,0.0,4,64.79613528796696,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0.07,0,1,0,0,0,0,0,0,0,0,3.0,1,0,0,0,0,0.07,0,0.07,0,0,0,0,0,0,0,0,0,0,0,5.0,ai_DECREM_2.py,1
28.11,14.11,10,0.17,5,11,1.66,2.0,0,10.0,4.4,1,1,9,4,3,1,54,18,1,3,2,2,0,1,0.0,1.0,3.11,2.5,2.0,2.0,5.37,4.28,2.0,6.0,5.0,4.0,0,8.0,0.67,0.06,0.28,0.28,18,0.39,0.06,0.17,0.5,1.0,1.0,0.0,7,60.3454506227817,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,1,7.0,1,0,0,0,0,0,0,5.0,3,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,5.67,ai_RPD_2.py,1
45.33,39.6,11,1.17,2,10,1.75,0.0,0,0.0,4.2,1,0,3,2,1,0,21,11,0,5,2,1,0,0,0.0,0,2.67,1.5,2.0,0,5.0,4.09,0,5.6,6.0,4.0,0,0,1.17,0,0.33,0.33,6,0.17,0.0,0.33,0.5,1.83,1.0,0.0,5,72.16295179345846,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,human_COOK82A_1.py,0
24.47,14.65,6,0.2,3,9,1.67,2.0,0,7.0,5.5,1,1,7,3,3,1,38,15,1,4,5,1,0,0,0.0,1.0,2.14,2.0,2.0,2.0,4.55,3.73,2.0,4.5,5.2,4.0,0,0,0.47,0.07,0.2,0.2,15,0.33,0.07,0.2,0.47,1.0,1.0,0.0,4,69.06543096516874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,ai_LCPESY_2.py,1
21.37,10.76,17,0.89,5,11,1.9,1.0,0,13.0,2.85,1,1,7,2,1,1,44,8,0,7,0,0,0,0,0.0,1.0,2.29,1.5,2.0,2.0,5.64,2.88,0,6.43,0,0,0,0,0.83,0.06,0.11,0.11,18,0.28,0.06,0.11,0.39,0.44,1.0,0.0,10,53.585099871419885,0,0,0,0,0,0,0,0,0.11,0,0,3,6,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.0,0,0,0,0,0,0,0,0,0,0,5.33,0,0,0,0,0.11,0,4,0,0,0,0.06,0,0,0,0,3.5,13,0,0,0,0,0,0.11,0.11,0,0,0,0.06,0,0,0,0,0,0,0,6.38,ai_RRECIPE_2.py,1
19.06,11.73,14,0.73,4,8,1.79,1.0,0,14.0,3.21,1,1,7,1,1,1,38,10,0,5,1,1,1,1,0.0,1.0,2.29,4.0,1.0,2.0,4.84,3.6,0,4.0,4.0,2.0,3.0,4.0,0.87,0.07,0.13,0.13,15,0.13,0.07,0.07,0.47,0.67,1.0,0.0,5,60.233897336904704,0,0,0,0,0,0.07,0,0,0,0,1,0,2,0,0,2.0,0,0,0,0,0.27,0,0,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0.07,2.0,1,0,0,0,0,0,0,0,0,3.0,5,1,0,0,0,0,0,0.07,0,0,0,0,1,0,0,0.07,0,0,3.0,5.4,human_GREG_1.py,0
27.86,15.56,6,0.0,2,9,1.6,2.0,0,5.0,5.18,1,1,7,2,3,1,40,16,1,1,3,2,0,1,0.0,1.0,2.14,1.5,2.0,2.0,4.5,3.69,2.0,4.0,5.67,4.0,0,6.0,0.54,0.08,0.23,0.23,13,0.46,0.08,0.23,0.54,1.23,1.0,0.0,4,70.42112316808037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,ai_CHEFEQ_2.py,1
20.69,15.44,10,1.45,2,9,1.89,0.0,0,7.0,3.36,1,1,7,1,2,0,31,10,1,6,1,0,1,1,0.0,1.0,1.86,2.0,1.5,0,4.9,4.0,4.0,4.33,5.0,0,3.0,4.0,0.45,0.09,0.18,0.18,11,0.45,0.09,0.18,0.64,0.91,1.0,0.0,3,61.79591159773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,ai_CSUMD_2.py,1
20.19,9.87,6,0.38,3,9,1.73,0.0,0,0.0,3.5,1,0,8,1,1,0,33,8,0,0,1,1,0,0,0.0,0,3.12,2.0,3.0,0,4.88,4.25,0,0,6.0,4.0,0,0,0.38,0,0.08,0.08,13,0.38,0.0,0.15,0.62,0.62,0.92,0.0,4,61.04718834057976,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.0,6,0,0,0,0,0.08,0,0.15,0,0,0,0,0,0,0,0,0,0,0,4.83,human_CHEFST_1.py,0
22.43,15.79,6,0.67,1,9,1.68,2.0,0,1.0,3.0,1,1,2,1,1,1,18,9,0,0,1,1,0,0,0.0,1.0,1.5,1.0,2.0,2.0,4.56,3.67,0,0,5.0,3.0,0,0,1.0,0.17,0.17,0.17,6,0.17,0.17,0.33,0.33,1.5,1.0,0.0,3,72.43195764141169,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0,0,6.0,ai_CHFTIRED_2.py,1
18.21,7.98,11,0.53,3,9,1.8,0.0,0,0.0,3.08,1,0,6,2,2,0,31,10,0,0,1,1,0,0,0.0,0,2.33,1.5,3.0,0,4.32,3.9,0,0,6.0,3.0,0,0,0.68,0,0.11,0.11,19,0.21,0.0,0.11,0.32,0.53,0.89,0.0,6,57.547829202835466,0,0,0,0,0,0,0,0,0,0.05,0,0,2,0,0,0,0,1,0,0,0.05,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,3,0,0,0,0.05,0,0,0,0,2.67,3,2,0,0,0,0.11,0,0.16,0,0,0,0,0,0,0.05,0,0,0,4.0,4.0,human_SURVIVE_2.py,0
12.12,6.98,6,0.17,1,6,1.57,0.0,0,0.0,2.56,1,0,4,1,1,0,16,6,0,0,0,0,0,0,0.0,0,1.75,1.0,2.0,0,3.44,2.83,0,0,0,0,0,0,0.33,0,0.17,0.17,6,0.67,0.0,0.33,0.67,1.0,1.0,0.0,2,78.01508585192973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,human_UWCOI21A_1.py,0
27.37,15.42,11,0.56,4,14,1.78,0.0,0,0.0,2.85,1,0,9,4,4,1,70,27,4,21,10,1,0,0,0.0,0,2.67,1.75,4.0,6.0,6.29,4.67,5.0,6.81,7.0,6.0,0,0,0.59,0,0.15,0.15,27,0.19,0.0,0.11,0.33,1.0,0.89,0.0,9,53.032150772863446,0,4,0,0,0,0,0,0,0.04,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,5.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3.5,4,3,0,0,0,0.11,0,0.11,0,6.0,0,0,0,0,0,0,0.04,0,4.67,5.5,human_CHODE_2.py,0
30.88,19.73,60,0.74,6,13,1.81,0.6,1.34,0.4,2.75,1,5,8,5,3,1,82,24,0,20,2,1,1,1,0.0,1.0,4.62,2.6,4.0,2.0,7.16,4.38,0,8.7,5.0,3.0,3.0,4.0,1.52,0.22,0.26,0.26,23,0.13,0.22,0.22,0.35,1.04,1.48,0.0,17,47.08046974883644,0,1,0,0,0,0,0,0,0.04,0.09,0,4,10,0,0,2.0,0,3,0,0,0,0,0,0,0,0,0,6.33,0,0,0,5,0,6.25,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0.22,0,6,0,0,0,0,0,0,0,0,4.33,4,0,0,0,0,0.04,0.13,0.22,0,7.0,0,0.04,0,0,0,0,0,0,0,10.5,human_CO92MATR_1.py,0
19.83,13.53,22,0.94,4,10,1.88,0.0,0,0.0,2.22,1,0,7,4,1,0,57,14,0,0,1,1,0,0,0.0,0,2.29,2.75,2.0,0,5.12,4.29,0,0,5.0,3.0,0,0,0.61,0,0.22,0.22,18,0.28,0.0,0.11,0.39,0.78,1.0,0.0,8,54.03517992856004,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2.33,15,3,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,4.33,5.2,human_LTM40AB_2.py,0
31.82,17.94,10,0.81,4,11,1.86,2.0,0,24.0,4.42,1,1,11,3,9,1,73,22,3,26,8,6,0,0,0.0,1.0,2.91,2.0,3.56,2.0,5.89,4.18,3.33,7.27,6.0,5.67,0,0,0.53,0.03,0.09,0.09,32,0.25,0.03,0.09,0.34,0.69,0.91,0.0,9,49.29310049381049,0,2,0,0,0,0.03,0,0,0,0,1,1,3,0,0,0,0,13,0,0,0.06,0,0,0,0,0,0,8.62,3.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4.0,4,1,0,0,0,0.09,0.03,0.09,0,5.0,0,0,0,0,0,0,0,0,4.0,6.5,ai_PRLADDU_2.py,1
22.95,7.43,11,0.47,5,10,1.83,1.0,0,23.0,2.79,1,1,10,3,1,1,82,16,0,19,2,5,0,0,0.0,2.0,3.6,2.33,2.0,3.0,6.18,4.19,0,7.11,5.5,3.4,0,0,0.86,0.03,0.08,0.14,36,0.14,0.03,0.08,0.28,0.44,0.92,0.0,14,47.404830836649914,0,0,0,0,0,0.03,0,0,0,0,1,0,9,0,0,4.0,0,0,0,0,0.06,0,0,0,0,0,0,0,2.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0.08,6.0,9,0,0,0.06,0,0,0,0,0,4.11,4,4,0,0,0,0.08,0,0.25,0,0,0,0,1,0,0.03,0.03,0,0,5.25,4.75,human_SLAEL_1.py,0
29.0,9.32,11,0.12,2,9,1.57,0.0,0,0.0,2.79,1,0,4,2,1,0,29,15,0,1,4,1,2,2,0.0,0,2.0,1.5,3.0,0,4.72,4.27,0,6.0,5.25,3.0,3.0,4.0,1.12,0,0.5,0.5,8,0.38,0.0,0.5,0.5,1.88,1.0,0.0,5,74.88616797256198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,5.0,human_SMRSTR_2.py,0
24.83,11.32,6,0.0,1,9,1.61,0.0,0,0.0,2.46,1,0,4,1,1,0,26,13,0,0,4,1,0,0,0.0,0,1.75,1.0,2.0,0,4.46,4.0,0,0,5.75,3.0,0,0,0.33,0,0.17,0.17,6,0.5,0.0,0.5,0.67,2.17,1.0,0.0,2,72.93582841773419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,human_NAICHEF_1.py,0
22.3,14.91,10,0.78,3,11,1.76,0.0,0,0.0,2.4,1,0,3,3,3,0,32,11,0,2,0,0,0,0,0.0,0,1.67,2.0,3.0,0,5.19,3.27,0,6.0,0,0,0,0,0.67,0,0.33,0.33,9,0.33,0.0,0.22,0.33,1.22,1.0,0.0,4,65.33113802750287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,human_SNACKUP_1.py,0
24.27,9.54,11,0.8,3,10,1.8,0.0,0,0.0,2.67,1,0,8,3,3,0,51,16,2,10,3,0,1,1,0.0,0,2.12,2.0,3.0,0,4.98,3.75,3.5,5.0,5.67,0,3.0,4.0,0.6,0,0.27,0.27,15,0.4,0.0,0.2,0.53,1.07,1.0,0.0,6,58.598702535857726,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,9,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,5.78,ai_RECVSEQ_2.py,1
22.83,12.83,0,0.2,1,8,1.56,2.0,0,1.0,4.86,1,1,2,0,1,1,13,10,0,0,3,0,0,0,0.0,1.0,1.0,0,1.0,2.0,4.23,3.4,0,0,4.33,0,0,0,0.4,0.2,0,0,5,0.4,0.2,0.4,0.4,2.0,1.0,0.0,1,79.87684562974381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,ai_MAX2_2.py,1
29.67,14.04,11,0.24,4,9,1.69,0.0,0,0.0,3.73,1,0,11,2,1,0,72,29,0,7,5,1,1,1,0.0,0,2.27,1.5,2.0,0,5.06,4.31,0,6.0,6.0,3.0,3.0,4.0,0.62,0,0.14,0.14,21,0.43,0.0,0.29,0.52,1.38,1.0,0.0,7,55.85106137056411,0,2,0,0,0,0.05,0,0,0,0.1,1,0,3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3.5,4,2,0,0,0,0,0,0.1,0,4.0,0,0,0,0,0,0,0,0,4.5,4.25,human_CHEFTMA_2.py,0
17.4,10.76,6,0.0,1,8,1.55,0.0,0,0.0,2.78,1,0,2,1,1,0,14,7,0,0,1,1,0,0,0.0,0,1.5,1.0,2.0,0,3.86,3.29,0,0,5.0,3.0,0,0,0.5,0,0.25,0.25,4,0.25,0.0,0.5,0.5,1.75,1.0,0.0,2,81.85633424453339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,human_CYBV_2.py,0
18.62,8.23,13,0.5,4,9,1.76,0.0,0,0.0,3.33,1,0,8,1,2,0,32,7,0,0,1,1,0,0,0.0,0,3.25,2.0,3.0,0,5.16,4.29,0,0,6.0,4.0,0,0,0.44,0,0.06,0.06,16,0.38,0.0,0.12,0.5,0.44,0.94,0.0,6,58.012290213003716,0,0,0,0,1,0.06,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3.0,0,2.0,0,0,4.0,0,0,0.06,0,0,0.06,0,1,0,0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,8,1,0,0,0,0,0,0.06,0,0,0,0.06,0,0,0,0,0,0,5.0,5.5,human_BUGCAL_2.py,0
20.6,8.76,6,0.0,1,9,1.49,0.0,0,0.0,2.91,1,0,3,1,1,0,17,11,0,0,1,0,0,0,0.0,0,1.67,1.0,2.0,0,4.0,3.64,0,0,6.0,0,0,0,0.4,0,0.2,0.2,5,0.6,0.0,0.6,0.6,2.2,1.0,0.0,2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,human_CHFCHK_2.py,0
17.78,10.52,11,0.0,1,9,1.47,0.0,0,0.0,3.1,1,0,2,1,1,0,15,11,0,0,1,0,0,0,0.0,0,2.0,1.0,2.0,0,4.33,3.82,0,0,6.0,0,0,0,0.5,0,0.25,0.25,4,0.5,0.0,0.75,0.5,2.75,1.0,0.0,2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,human_EXUNA_1.py,0
25.42,10.25,11,0.17,3,9,1.68,0.0,0,0.0,3.0,1,0,8,2,1,0,38,12,1,0,2,2,0,0,0.0,0,2.75,1.5,2.0,0,4.61,4.0,3.0,0,5.5,3.5,0,0,0.42,0,0.17,0.17,12,0.33,0.0,0.25,0.67,1.0,1.0,0.0,4,62.98732263274997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,5,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,4.4,human_HELLO_1.py,0
30.05,14.71,6,0.22,4,9,1.7,2.0,0,10.0,6.0,1,1,9,3,3,1,49,15,1,7,2,1,0,0,0.0,1.0,2.44,2.0,2.0,2.0,4.8,3.6,2.0,5.29,5.0,4.0,0,0,0.44,0.06,0.17,0.17,18,0.33,0.06,0.17,0.5,0.83,1.0,0.0,5,61.92258819816353,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,1,1,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,5.0,6.0,ai_CBARG_2.py,1
21.42,16.38,14,0.92,3,8,1.88,0.0,0,0.0,3.56,1,0,12,2,3,0,57,12,1,0,3,3,1,1,0.0,0,2.25,1.5,3.67,0,4.65,3.5,3.0,0,4.0,3.67,3.0,4.0,0.5,0,0.12,0.12,24,0.33,0.0,0.08,0.5,0.5,0.92,0.0,8,51.559425512804076,0,0,0,0,0,0,0,0,0.04,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2.5,15,1,0,0,0,0.08,0,0.12,0,0,0,0,0,0,0,0,0,0,4.0,4.53,human_EVENT_2.py,0
21.93,13.24,11,0.21,2,9,1.7,2.0,0,3.0,2.71,1,1,6,1,1,1,48,14,0,0,1,1,1,1,0.0,1.0,2.0,1.0,2.0,2.0,4.25,3.64,0,0,6.0,3.0,3.0,4.0,0.57,0.07,0.14,0.14,14,0.36,0.07,0.14,0.43,1.0,1.0,0.0,4,60.45398916984219,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0.14,0,1,0,0,0,0,0,0,0,0,2.0,5,2,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,2.0,3.8,human_DUMPLING_1.py,0
28.5,15.23,14,0.38,4,12,1.82,3.0,0,17.0,4.75,1,1,9,2,1,1,68,15,0,12,2,1,0,0,0.0,1.0,2.89,2.0,1.0,2.0,5.96,3.67,0,6.83,4.5,2.0,0,0,0.71,0.05,0.1,0.19,21,0.19,0.05,0.1,0.43,0.71,0.95,0.0,8,53.24456605117688,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3.0,0,3,0,0,0,0,0,0,0,0,0,4.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0.1,0,5,0,0,0,0,0,0,0,0,3.2,11,0,0,0,0,0.05,0,0.24,0,0,0,0,0,0,0,0,0,0,0,6.73,ai_TWODOGS_1.py,1
